,Title,ID,Published,Views,Likes,Dislikes,Comments,Video_ID,Lenght,Seconds
295,Which Yoga & Fitness Program Is Right For You in 2021,WGs4XRvEPKs,2020-01-01T20:46:34Z,64962,1590,22,120,WGs4XRvEPKs,0 days 00:16:52,1012.0
310,"A Vegan Paradise, Yin Yoga, & Our Spiritual Reset  ♥ Boho Diaries | Ep.4 Ubud",vMCSyjzfaYw,2017-06-08T08:15:41Z,120327,3070,49,264,vMCSyjzfaYw,0 days 00:14:56,896.0
327,Yoga Hangover Recipe For Sore Muscles | +FREE NEW EBOOK DOWNLOAD,yRbM2NIpZHY,2019-10-06T17:13:04Z,44248,1448,34,83,yRbM2NIpZHY,0 days 00:05:52,352.0
338,Best Yoga For Anxiety ♥ Perfect Body & Mind Cleanse,SBzjsPgTZm8,2016-12-21T04:33:01Z,1165691,16663,217,697,SBzjsPgTZm8,0 days 00:20:22,1222.0
348,Yoga To Cure ♥ Revitalize & Energize Your Body,HPohkBemDVM,2016-12-21T04:33:01Z,798747,10840,164,392,HPohkBemDVM,0 days 00:16:14,974.0
356,How To Get The Splits ♥ Yoga For Full Splits | 30 Day Challenge,rHYfT50hpzg,2016-09-14T00:39:17Z,2242091,30977,475,1150,rHYfT50hpzg,0 days 00:13:53,833.0
362,"Our Body Shame Response, Morning Routine, My Gymnastics Career, Pre-natal Yoga, & New Videos",GC6eSLm6nD4,2019-11-03T18:26:45Z,68447,1565,49,367,GC6eSLm6nD4,0 days 00:58:46,3526.0
368,Vinyasa Yoga 1 Hour Class - Live: Positive Movement Finale,ZgWdJFLuquk,2017-11-23T09:06:51Z,119870,1848,33,72,ZgWdJFLuquk,0 days 01:17:49,4669.0
372,"New Tour Dates, Skin Care Products, & Our Personal Yoga/Fitness Practice ♥ Our 1st Stream",qDo1Lg0N_Hw,2017-09-18T02:12:24Z,45800,1112,30,337,qDo1Lg0N_Hw,0 days 00:30:28,1828.0
373,How We're Affording To Travel 9000+ Miles ♥  Yoga Van Life,KAuMwJECnxo,2017-09-08T16:12:52Z,49974,1586,21,178,KAuMwJECnxo,0 days 00:05:46,346.0
381,Beginner Yoga For Hips & Hamstrings | Best Relief For Stiff & Sore Muscles,FQxNE5GWZ3o,2019-08-27T16:15:42Z,302333,7981,53,255,FQxNE5GWZ3o,0 days 00:21:47,1307.0
382,Sore Back Release ♥ Yoga For Beginners | 5 Min Miracle,DVabBY-NXRg,2016-01-26T05:24:34Z,3719344,30462,1052,746,DVabBY-NXRg,0 days 00:08:20,500.0
395,Yoga From The Heart ♥ Beautiful Sunset Flow,xy2S4ayzMnI,2017-02-22T18:42:57Z,103327,2306,27,86,xy2S4ayzMnI,0 days 00:03:46,226.0
